ReporterName,PartnerName,TradeFlow,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
Germany,Australia,Import,1321466,949011,1094131,1185199,1029360,1043612.224,1145262.976,987946.56,1138029,1043667,1119483,1174669,1591025,1576562,2062064,2294356,2683699.654,2557150.487,2797392.432,3837867.311,3598213.975,2951684.799,2390342.583,2043449.344,2154596.84,3037267.335,2812216.179,3024532.72,2674442.865
Germany,China,Import,7483266,8344413,9501712,11155796,11974005,12297624.58,13029130.24,14513387.52,16879234,17689098,20076230,28372814,40442316,50594705,62805681,75047643,90582734.28,79318156.28,103800346.4,112601119.6,102604824.8,100312728.4,107580164,103334228.3,105738827.1,116477747.1,126750945.3,124354300.9,134918978.5
Germany,Japan,Import,24366078,20636750,21116091,24758938,22902484,21473701.89,23165962.24,23029747.71,24532527,20370217,18686397,21654140,26232760,27025351,30161029,32996181,35703441.74,27256698.73,31391415.8,34885269.23,30187871.37,27492037.45,26500610.09,23277036.8,25336101.02,27054713.58,29282349.29,27563278.8,24470396.12
Germany,"Korea, Rep.",Import,3448362,3440315,4216115,5284216,4314807,3758573.568,3813416.96,4333057.536,5341381,4348738,4417824,6459493,9521317,11884525,14415743,12389968,14147865.15,11051006.3,15041553.12,13545687.41,10977744.26,10753920.46,10661567.11,8557717.076,8640747.798,12916955.76,14423691.84,13679739.3,12681849.73
Germany,Malaysia,Import,2232763,2063715,2460322,3161839,3100468,2985242.624,3072468.992,2706157.568,3460752,3167067,3237282,3959083,4616722,4654265,5099172,6002341,6787903.045,5670888.002,7699343.457,8812075.28,7047333.984,7485323.669,8240697.296,7832615.667,8489898.253,9805060.265,10625322.94,9787434.86,9603569.92
Germany,Singapore,Import,2373814,2448138,2964024,2974707,2893143,3159263.488,3073146.88,2953790.976,3564000,3449339,3415737,3851016,5471888,4930764,5925820,5317528,5605465.244,4576401.05,6255277.25,6764077.437,6553699.135,6459573.965,6691703.472,6561558.866,5956701.678,7358166.119,7787915.925,6455395.831,5581546.027
Germany,Thailand,Import,1876566,1897493,2087139,2267906,2180996,2051496.192,2206134.016,2213130.24,2403208,2277194,2231202,2532309,3025049,3081127,3438751,4390429,5120107.062,4260896.497,5200694.325,5835169.325,5419135.398,5794034.319,6279362.863,5751213.373,6167092.324,6892242.096,7371799.369,6852084.534,6478438.632
Germany,United States,Import,27079081,24395456,27591665,31616521,32876278,32995514.37,37387169.79,37943934.98,42789195,39831645,36277168,44063978,50013340,51928023,61792385,62436453,69639042.58,55787029.37,61153544.47,69261436.92,67352258.74,66571065.47,67526624.08,69099301.09,65963435.13,71755577.41,78295030.92,81475274.14,78402821.57
Germany,Vietnam,Import,237727,291514,416261,567179,621609,801062.592,886334.976,1011580.48,1089509,1086720,1103608,1312418,1674332,1731455,2180722,2945747,3563639.078,3249832.101,3956804.728,5643213.569,6651841.619,7541006.236,8092434.252,9003166.527,9833397.26,10947626.74,11631346.85,10903386.01,11703854.59
Germany,Australia,Export,2476527,2466331,2924031,3674149,3488102,3388295.168,3495591.936,3446397.44,3108689,3196680,3694849,4760082,5767556,6243205,6900683,7971935,9787967.04,8874495.532,10482157.5,11676187.24,12090268.19,11441294.61,10395623,9378386.259,10016194.46,10741916.19,11871220.95,10370544.32,9797934.315
Germany,China,Export,3694865,5795730,6350809,7538505,7223123,5937843.712,6666868.224,7269576.192,8609272,10714927,13710968,20620293,26071490,26339982,34596026,41106431,50408741.62,52262375.73,71552785.31,90642573.74,86222244.56,89316350.03,99201359.66,79426901.93,84528602.95,97474475.59,110452930.4,108330594.5,110372411.3
Germany,Japan,Export,9423855,9521370,11118509,13163483,14088504,11386662.91,10152274.94,10741767.17,12137468,11403153,11628545,13400845,15788338,16610514,17424016,17913466,18950651.24,15461099.04,17686178.81,21397446.85,22255171.91,22872493.26,22779312.75,18938948.28,20389297.05,22099071.5,24239532.47,23241210.16,20003683.35
Germany,"Korea, Rep.",Export,3085237,3452376,4581285,6116750,6557849,5025458.176,2634376.96,3255455.232,4163673,3999004,5140213,6311880,7945164,8805782,10659179,11973074,13047794.65,11173893.31,13666269.06,16347514.23,17301062.34,19262785.12,20826021.53,19881899.81,19118860.46,19741683.8,20394670.58,19368616.36,20387915.14
Germany,Malaysia,Export,1366289,1440209,2096902,2862429,2809489,2699575.04,1889618.944,1620034.176,2002934,2222747,2397479,3612316,3947709,3981122,4623431,5753754,5839241.053,4589011.142,5737580.948,6075737.592,6403229.314,6392913.044,6403863.054,5339456.279,5267217.642,5684023.16,6138835.959,6297356.687,5341827.505
Germany,Singapore,Export,2069255,2252996,2809494,3669723,3859726,3504460.032,2898183.936,3244591.36,3759909,3630305,3532582,4319870,5021434,5304795,6015085,6878485,7888951.179,6983654.316,7985000.664,9032473.637,8486769.793,8481574.456,8423815.837,7407026.644,7516224.226,7915560.58,9518147.436,8277778.746,7103221.162
Germany,Thailand,Export,1743290,2036534,2791667,3758774,3513757,2546474.496,1685468.032,1482710.016,1702606,2070773,1965933,2130671,2513043,2546514,2804416,3331148,3723950.891,3012930.688,3723357.558,4505958.346,5469944.292,5266389.087,5221447.219,4491478.715,4888211.631,5312599.272,6039070.739,5643898.77,4825187.627
Germany,United States,Export,27429000,28243637,33512334,38170340,39921427,42906198.02,50038874.11,53684166.66,56392629,59613961,63377330,69665327,80545783,86050473,98010962,100560788,105759526.7,76297833.17,87421804.63,103181345.5,112420983.6,119125993.4,127776386.9,126561005.2,118601932.4,126366893.5,134363438.7,133545758.3,119199210
Germany,Vietnam,Export,50341,123032,150177,237178,341203,280296.864,353528.992,254693.104,253672,378337,497979,671742,955316,678599,896420,1694813,1512700.948,1600071.452,2034494.069,2525569.995,2543975.395,2463256.667,2632961.673,2562139.238,2893450.029,3939088.547,4878763.463,4838577.994,3406054.815
Japan,Australia,Import,12445488.33,12216769.54,13641648.13,14558427.14,14229448.7,14588200.96,13014273.02,12806522.17,14802219.26,14459593.82,14018216.84,15079352.61,19454411.13,24513204.87,27927415.06,31252148.4,47531823.34,34751479.23,45096684.25,56688392.61,56449991.81,51026036.09,48117721.95,34791622.27,30432596.11,38908730.11,45731434.97,45481319.12,35790723.79
Japan,China,Import,16925932.93,20437096.45,27483604.99,36017102.85,40436101.12,41876688.9,37088485.38,42853068.41,55106750.25,57864680.99,61784474.32,75471962.39,94340411.67,108477568.7,118525736.3,127922365.8,143229984.4,122574080.7,153203233.8,183882189.8,188500370.3,180977514.2,181294159.3,160559698.7,156552583,164543433.3,173716567,169295821,163850555.2
Japan,Germany,Import,10750513.81,9787552.768,11120989.18,13725594.62,14161662.98,12420958.21,10694294.53,11488405.53,12724757.98,12400249.15,12414458.64,14207948.41,17071403.4,17823015.04,18455301.64,19428776.23,20852098.01,16756897.5,19291528.33,23310707.78,24713995.21,23830400.73,24121795.63,20281703.99,22022455.94,23418596.16,25969246.08,24977487.74,21224596.57
Japan,"Korea, Rep.",Import,11568277.18,11638806.53,13488874.5,17281349.63,15948884.99,14583798.78,12076006.4,16034887.24,20448860.97,17197610.75,15484805.26,17903293.1,22046496.86,24414808.13,27328400.35,27307052.02,29475955.88,21983612.03,28600524.06,39811376.85,40532146.64,35822436.15,33385306.77,26807292.1,25019531.16,28103159.81,32134290.28,29605674.19,26599512.86
Japan,Malaysia,Import,6572264.47,7639693.824,8228438.016,10564381.7,11750419.46,11376522.24,8676206.592,10911415.98,14494452.8,12857502.43,11203934.19,12603694.17,14117954.58,14669457.25,15487599.39,17414809.3,23155916.91,16702854.58,22700683.64,30463002.99,32856278.43,29745061.76,29181375.6,21499265.42,17334411.72,19270956.82,18925266.91,17672059.15,15927624.02
Japan,Singapore,Import,3092063.234,3600591.36,4645128.192,6864279.04,7322605.568,5874724.352,4718521.344,5433678.196,6433447.441,5383083.779,5011066.361,5435292.129,6291718.41,6694675.784,7477483.298,7052664.224,7886221.708,6114724.002,8169189.174,8677248.099,8768236.411,7455741.372,7883743.826,7905144.535,7465102.895,8525859.24,9738288.263,7809369.245,8563526.186
Japan,Thailand,Import,5945137.54,6488263.168,8192091.648,10119956.48,10212283.39,9574850.56,8178332.672,8861978.76,10595381.68,10379983.91,10510309.69,11893321.81,14108888.87,15557986.91,16886634.19,18323128.82,20786410.73,16025642.63,21016678.66,24528973.65,23635729.92,22038599.93,21739724.91,20426678.16,20139207.49,22732405.14,25077114.82,25366805.06,23779216.84
Japan,United States,Import,52716565.89,55764484.1,63288197.12,75900477.44,79771025.41,76009078.78,67479588.86,67530492.52,72149792.21,63756681.98,58808959.34,59996895.63,63702093.12,65403968.81,69384707.25,72409977.67,78937218.52,60590108.58,69114692.54,76266742.31,78216398.54,71958767.38,73045283.42,68347457.58,69221593,73952984.44,83640150.95,81420707.43,71767264.66
Japan,Vietnam,Import,868164.386,1064531.392,1348064.768,1720352.768,2017802.24,2188041.984,1752738.048,1960290.957,2639715.218,2608324.658,2528676.972,3094972.064,3857875.587,4544013.043,5292923.36,6123720.087,9094704.901,6956198.855,8174871.417,11552108.63,15083937.38,14233008.15,15416848.68,15141228.64,16237799.93,18533199.4,21135596.77,22484506.82,22046171.96
Japan,Australia,Export,7043546.245,7702226.944,8693883.904,8099171.84,7404942.848,7954786.816,8039466.496,8446295.407,8571791.168,7684718.499,8307199.049,9924188.374,11814728.49,12418294.29,12489136.25,14202594.22,17296006.14,12168640.81,15897303.73,17813084.03,18425371.83,16969964.16,14176008.52,12849843.79,14104469.91,16012544.33,17089184.59,14491220.5,12145367.1
Japan,China,Export,11926403.69,17158369.28,18694010.88,21991315.46,21886791.68,21745508.35,20086249.47,23340189.19,30382095.71,30994259.75,39824769.81,57416821.71,73938662.6,80074348.39,92769551.02,109270655.9,124900515,109727427.9,149450759,162035385.9,144184828.4,129401393.7,126361385.6,109277767,113830233.7,132781186.6,144033051.5,134673080.4,141399199.9
Japan,Germany,Export,20337583.85,18146885.63,17812842.5,20348942.34,18198347.78,18000404.48,19076231.17,18634327.28,19996909.54,15619649.87,14122267.28,16422574.78,18963509.03,18646424.02,20417587.69,22636201.09,23955460.88,16653366.31,20290087.46,23502535.27,20795607.97,18959229.52,19054719.16,16236970.95,17652733.31,18946116.11,20888548.59,20226924.57,17581160.8
Japan,"Korea, Rep.",Export,17793393.71,19066773.5,24317734.91,31225958.4,29327994.88,26064633.86,15362531.33,22890553.01,30700381.68,25296856.34,28569755.27,34806426,44257402.37,46629901.96,50270020.23,54333485.09,59492555.21,47273085.31,62361077.5,66174008.82,61527648.36,56513453.07,51520342.76,44018768.43,46235237.67,53284884.43,52480442.26,46265486.18,44688451.49
Japan,Malaysia,Export,8115364.911,9603207.168,12333102.08,16776981.5,15327787.01,14511208.45,9320184.832,11109607.17,13886511.53,11011979.83,11017114.86,11263963.88,12572121.36,12531236.51,13210476.59,15055757.34,16448566.2,12865390.84,17641280.98,18789785.29,17698500.85,15240101.42,14133079.72,12003888.81,12139372.85,12763400.23,13940233.12,13290877.33,12595549.66
Japan,Singapore,Export,12962035.34,16557307.9,19596312.58,23011418.11,20758837.25,20248612.86,14788535.3,16285144.88,20820248.76,14708196.23,14191439.54,14846928.7,17988065.85,18435543.39,19339943.98,21839355.78,26596576.62,20723825.44,25230214.56,27253425.41,23293917.1,20980349.69,21012895.28,19855330.5,19841986.38,22655774.68,23411764.14,20168813.99,17697050.72
Japan,Thailand,Export,10359859.39,12256754.69,14676845.57,19729983.49,18263486.46,14584226.82,9366286.336,11284403.23,13633854.43,11878892.15,13184118.19,16040512.06,20275748.79,22451168.35,22902237.68,25611977.56,29431085.86,22187607.75,34191405.63,37532100.21,43708015.45,35945978.8,31349004.5,27984355.62,27398049.56,29432072.25,32276136.09,30184018.94,25525306.35
Japan,United States,Export,96489126.69,106353270.8,118706200.6,122024091.6,112990830.6,118412492.8,119845232.6,129796945.3,142480029.3,122542922.5,120388713.7,117542208.5,128693890.1,135946685.5,147197746.5,145624196.4,138704955.2,95302741.17,120338243.1,127674664.5,142084774.5,134539553.5,130773312.2,126387232.5,130585866.5,135094798.5,140713379.5,140498531.2,118793185.9
Japan,Vietnam,Export,450179.852,634430.464,643672.256,921896.128,1138863.232,1280217.856,1331993.088,1625617.689,1975122.968,1781919.572,2130016.732,2624857.905,3180090.126,3591659.42,4138459.206,5667342.253,7814420.152,6516001.556,8172423.107,9592341.006,10740219.96,10550081.31,11830165.73,12531382.7,12990345.95,15053756.31,16436262.88,16483876.65,17117840.59
"Korea, Rep.",Australia,Import,3077406.72,3344283.392,3780839.424,4897086.464,6271636.48,5893909.504,4603957.248,4671938.672,5958132.702,5534106.005,5973306.114,5915604.373,7437672.413,9859427.105,11309112.39,13232241.05,18000175.99,14755930.7,20454635.39,26316082.83,22987586.12,20783741.51,20441084.45,16436975.69,15175004.19,19158973.71,20717135.55,20597431.88,18701474.93
"Korea, Rep.",China,Import,3724725.504,3928550.912,5462703.616,7400927.232,8538203.648,10116692.99,6227481.6,8866614.449,12798654.26,13302623.12,17399682.92,21909058.05,29584764.2,38648083.13,48556596.19,63025152.47,76926965.2,54245677.65,71573124.94,86430974.23,80782203.11,83051449.61,90071153.08,90248764.26,86978908.59,97859480.41,106487854.1,107228162.3,108869793.9
"Korea, Rep.",Germany,Import,3742497.024,3954667.52,5159349.76,6583820.288,7239166.464,5823983.616,3325186.048,3825928.846,4624649.99,4473357.899,5472292.342,6821626.407,8485466.402,9772492.737,11362539.21,13534213.95,14769086.61,12297619.31,14304294.51,16962473.86,17645261.05,19335287.53,21285205.31,20955917.73,18916821.54,19748244.8,20853088.72,19935327.46,20666599.39
"Korea, Rep.",Japan,Import,19457552.38,20015220.74,25388447.74,32604086.27,31447738.37,27906402.3,16536660.99,24141634.08,31826981.61,26633083.76,29855162.11,36313002.44,46144462.11,48403126.69,51926274.54,56250095.29,60956291.44,49427291.03,64295813.01,68319876.56,64362822.13,60029172.94,53775886.58,45853402.63,47466276.08,55124445.14,54603331.34,47579038.35,46024619.92
"Korea, Rep.",Malaysia,Import,1758199.168,1946493.056,1875960.832,2515175.936,3006490.112,3282662.4,2112950.912,3155288.837,4877957.575,4125989.989,4041431.848,4249131.921,5678676.461,6011638.966,7242465.515,8442220.715,9909105.138,7574058.921,9530963.975,10467816.56,9796410.924,11095820.74,11100597.23,8609433.599,7507772.875,8714718.093,10205684.22,9279939.612,8894206.925
"Korea, Rep.",Singapore,Import,1788305.664,1539910.912,1659772.032,2167975.936,2527214.336,2416833.536,1500526.848,2311637.054,3722853.523,3011444.032,3430020.459,4089745.24,4460496.298,5317585.4,5886659.039,6859610.201,8361727.556,7871715.08,7849428.906,8966595.391,9676321.202,10369395.94,11306680.59,7942069.191,6806328.623,8904660.716,7974310.224,6660457.6,8444598.312
"Korea, Rep.",Thailand,Import,637806.848,538528.512,619808.768,935509.632,1218753.024,1283565.568,787061.888,1067745.111,1630917.097,1589190.511,1702522.548,1897731.245,2350817.365,2688752.848,3328393.983,3769172.474,4281644.786,3238628.328,4168785.701,5413359.627,5353242.023,5231003.475,5344895.016,4854346.87,4562807.725,5204674.04,5582441.164,5316584.371,5195921.189
"Korea, Rep.",United States,Import,18318989.31,17951633.41,21598593.02,30418718.72,33319800.83,30134831.1,20244353.02,24942888.29,29285991.48,22430925.9,23110978.51,24934988.41,28918644.07,30787475.5,33796543.28,37392948.84,38555952.4,29160307.24,40588437.88,44814717.94,43652459.45,41762164.04,45531184.07,44208106.18,43397737.41,50908004.2,59080559.39,62105137.07,57765105.16
"Korea, Rep.",Vietnam,Import,57330.068,90625.08,113770.808,193588.88,232040.832,238547.36,173884.608,264217.569,322436.521,385778.784,470308.596,510700.242,673300.307,694043.322,924856.326,1391587.987,2037075.386,2369969.904,3330814.526,5084245.632,5719245.799,7175193.078,7988701.165,9804830.607,12495154.37,16176991.73,19643384.56,21071556.72,20578652.58
"Korea, Rep.",Australia,Export,1094498.176,1184713.6,1231881.344,1569259.904,1807662.08,2210460.416,2763339.264,2425938.706,2606244.477,2173195.4,2339584.877,3272124.265,3378476.412,3812063.148,4692086.246,4691190.293,5171339.251,5243141.192,6641618.687,8163844.047,9250484.384,9563088.873,10308812.16,10830214.85,7500619.024,19861458,9610270.283,7890430.129,6186806.412
"Korea, Rep.",China,Export,2653601.28,5150956.544,6202950.144,9143564.288,11377036.29,13572445.18,10966589.44,13684573.13,18454539.58,18186813.89,23753231.2,35109715.08,49763175.46,61914973.04,69459176.98,81985131.39,91388900.02,86703245.38,116837804,134185008.6,134322395.6,145869498.3,145327703.8,137123933.8,124432940.7,142119046.2,162124667.6,136202533.2,132555008
"Korea, Rep.",Germany,Export,2876962.048,3592777.472,4313470.976,5965198.848,4705138.688,4753259.52,4008756.224,4184851.059,5153832.577,4321707.247,4287140.795,5603318.617,8334231.644,10303910.05,10056165.55,11542452.65,10522590.53,8820792.677,10702056.19,9500921.414,7509685.623,7907753.1,7572596.502,6220201.093,6442852.659,8483034.613,9371512.368,8685311.599,9575244.39
"Korea, Rep.",Japan,Export,11599428.61,11564380.16,13522830.34,17048825.86,15766805.5,14770790.4,11068668.93,15862429.52,20466015.82,16502319.15,15140351.06,17276114.65,21701329.91,24027420.42,26533921.55,26370189,28252422.58,21770815.15,28176254.58,39679479.99,38795945.82,34662219.48,32247789.87,25576459.43,24354463.72,26814294.01,30527115.78,28420167.96,25092446.8
"Korea, Rep.",Malaysia,Export,1135860.48,1429951.232,1651668.096,2950878.208,4333004.8,4356281.344,3588688.128,3647454.127,3514692.648,2628036.317,3218301.39,3851761.147,4480434.901,4608170.923,5227173.047,5704247.923,5794490.751,4324821.854,6114822.571,6275130.953,7723494.256,8587756.836,7588144.511,7735292.879,7533346.991,8044983.817,8993878.888,8843498.727,9076901.536
"Korea, Rep.",Singapore,Export,3221756.16,3109459.456,4151754.752,6689333.76,6438763.52,5796793.344,3690126.592,4921810.93,5648189.193,4079565.901,4221468.259,4635988.034,5653508.17,7406632.551,9489299.81,11949480.7,16292970.49,13616993.8,15244199.59,20839004.52,22887915.89,22289025.48,23905652.12,15011163.91,12458894.15,11651933.04,11782182.25,12768033.8,9825658.42
"Korea, Rep.",Thailand,Export,1532322.944,1760564.224,1835134.08,2427494.144,2664038.144,2242820.352,1443538.048,1734633.696,2015157.764,1848032.953,2335448.306,2523846.487,3248957.218,3380803.834,4244251.672,4480958.76,5779103.585,4528169.237,6459776.005,8458966.026,8212431.93,8064057.895,7595187.505,6361610.067,6481530.807,7462171.597,8475967.383,7775097.249,6852941.21
"Korea, Rep.",United States,Export,18153086.98,18218604.54,20703432.7,24343730.18,21925582.85,21850048.51,22783270.91,29600909.03,37806064.73,31357343.07,32942694.68,34368716.78,43026562.2,41499402.45,43320311.04,45883922.08,46500676.17,37802594.46,49991458.24,56421431.35,58806901.09,62326903.27,70598279.9,70117307.23,66748306.31,68852265.16,73043815.67,73598903.63,74395964.28
"Korea, Rep.",Vietnam,Export,436161.312,728246.656,1027336.832,1350987.52,1599117.056,1603102.72,1329012.608,1445149.454,1686024.586,1731557.415,2240187.444,2561234.222,3255573.658,3431653.995,3927476.198,5760054.492,7804807.396,7149477.435,9652073.408,13464921.99,15945972.46,21087581.63,22332857.8,27770750.38,32630457.3,47753837.5,48622095.4,48177748.74,48542971.93
Malaysia,Australia,Import,1058221.44,1292348.672,1765521.024,2109560.832,2209583.872,1963720.832,1277334.912,1492189.386,1592535.371,1564121.919,1429635.582,1263991.984,1789736.824,2151333.958,2423333.798,2962906.753,3521042.92,2697153.043,3175401.775,4185569.859,4726699.315,5234450.67,6185832.218,4487113.268,3762046.492,4676735.803,5348536.475,5629641.79,4682926.582
Malaysia,China,Import,974926.72,1096922.24,1367413.632,1715060.608,1876109.184,2244371.2,1853885.312,2138558.102,3242263.784,3804427.235,6228932.044,7299651.97,10335270.01,13173660.24,15883589.08,18841697.86,20046601.79,17245921.35,20679866.3,24710273.05,29723042.08,33728561.37,35322308.9,33242589.49,34306465.95,38279307.26,43468192.25,42399003.13,40965259.02
Malaysia,Germany,Import,1677794.816,1750562.048,2500211.2,3434920.448,3351532.8,3473075.2,2306573.312,2027196.434,2442172.402,2743079.351,2971392.611,3889058.787,4669520.184,5087494.267,5744166.202,6819416.367,6732548.868,5236738.654,6643038.972,7176250.464,7510585.746,7270555.628,7083009.402,6010087.312,5732436.536,6117914.288,6537611.626,6460923.234,5525919.163
Malaysia,Japan,Import,10358499.33,12541825.02,15911775.23,21183180.8,19225225.22,17348435.97,11448826.88,13631797.58,17240280.08,14211044.26,14300166.77,14282271.09,16944508.96,16578957.47,17341034.27,18866751.16,19453712.85,15430301,20704520.36,21346067.52,20181275.48,17888704.54,16731371.55,13770979.38,13733979.37,14788770.47,15825390.55,15351777.18,14649967.28
Malaysia,"Korea, Rep.",Import,1219020.288,1399311.488,1902963.584,3178268.416,4071301.376,4060967.936,3355731.456,3413214.416,3663075.44,2948123.692,4234673.727,4554627.916,5223821.778,5679021.506,7061967.564,7238239.671,7220972.448,5694372.155,8891364.861,7530378.047,7965934.153,9710622.072,9667998.012,7967929.667,8838128.061,9101158.325,9727814.292,9366951,10952549.82
Malaysia,Singapore,Import,6272918.016,6949013.504,8402638.848,9607821.312,10471811.07,10371429.38,7902756.352,9160901.304,11761991.32,9291934.839,9566790.278,9810975.611,11651658.39,13356094.97,15313893.08,16715262.48,17007215.52,13622422.57,18731504.74,23995386.62,25978491.69,25432067.72,26200003.95,21096238.46,17453435.33,21587907.64,25541394.3,21602324.83,17526413.17
Malaysia,Thailand,Import,988261.248,1133833.856,1474156.288,2047546.752,2593251.84,3105083.648,2257788.16,2467225.666,3154442.858,2926575.955,3174545.657,3828777.28,5782639.255,6033976.7,7168014.626,7854558.475,8741536.025,7480688.568,10265625.03,11276639.69,11543532.3,12262003.73,12124848.77,10729484.17,10208534.48,11208591.63,12050099.74,10688448.26,8159921.36
Malaysia,United States,Import,6301302.784,7726132.736,9955183.616,12546287.62,12152323.07,13303027.71,11455047.68,11413010.76,13636641.05,11838633.45,13376905.89,12850600.41,15258594.4,14776361.54,16434446.88,15776161.25,16834424.87,13835476.47,17551424.5,18106864.56,15884978.56,16087775.29,16009272.47,14226543.99,13418638.06,15209250.22,16106137.47,16583182.45,16594009.67
Malaysia,Vietnam,Import,126780.04,92842.648,111673.648,125911.032,150423.856,163284.784,137417.888,248074.9,455598.28,317944.915,328164.855,365536.42,575744.27,1020022.683,1413930.559,1835527.921,2310137.125,2064523.845,2598913.932,3376825.672,5207817.807,6035697.612,4665923.579,4843910.418,4535963.673,5267866.123,4821895.64,4728820.896,4285012.696
Malaysia,Australia,Export,681229.888,628585.92,921382.592,1126590.208,1215774.72,1353354.496,1690580.864,2026572.037,2423775.924,2052044.749,2108715.013,2613742.614,4156722.821,4790396.365,4558866.83,5927778.094,7302250.582,5681910.268,7467064.443,8206225.749,9418819.264,9268214.051,10076154.04,7208750.041,6445327.279,7539698.996,8311961.547,6867442.146,5794920.462
Malaysia,China,Export,771277.44,1203062.656,1935501.312,1956042.112,1908698.624,1873630.976,1985525.632,2317776.447,3028245.899,3820991.58,5254156.226,6810027.422,8496380.594,9284400.095,11638253.32,15443850.73,19012611.89,19103882.15,25057168.8,29821382.32,28742900.36,30775462.37,28222682.56,26062953.6,23753270.47,29332532.15,34483967.39,34021113.31,37878831.34
Malaysia,Germany,Export,1634567.808,1723029.504,1944821.632,2363721.728,2376457.472,2269838.336,2208038.144,2024115.462,2456856.972,2043721.632,2095744.39,2406638.118,2766469.368,2950389.182,3484997.744,4313418.996,4599695.978,4213381.494,5393103.217,6016455.275,5185773.173,5236506.382,5458095.01,5041257.591,5373423.992,6211486.118,6989082.011,6288727.668,5874581.791
Malaysia,Japan,Export,5475570.688,6119363.584,7091841.536,9352211.456,10564857.86,9795915.776,7705958.912,9812638.133,12834294,11711219.16,10467442.81,11221732.94,12762911.19,13340229.85,14244768.13,16203923.75,21186469.43,15462308.78,20611236.47,26134472.8,26997638.17,25115836.97,25276972.66,18947306.39,15250309.11,17580964.54,17442945.89,15931989.61,14883236.6
Malaysia,"Korea, Rep.",Export,1395944.192,1628581.248,1648133.76,2058786.944,2407466.752,2512478.72,1666111.232,2499272.264,3280114.071,2935707.852,3110931.17,3039355.29,4460131.44,4840807.669,5808375.138,6745432.186,8079339.248,5993668.575,7522739.791,8438356.237,8211851.243,8308624.734,8571522.816,6476229.104,5491727.107,6657149.511,8484801.254,8263071.679,8258351.929
Malaysia,Singapore,Export,9384720.384,10208299.01,12173268.99,14990018.56,16013703.17,15807335.42,12442125.31,13973388.88,18045932.85,14912904.18,15964090.19,16522635.09,18931037.13,22078782.55,24757812,25590474.68,29064212.7,21931898.5,26552829.6,28812576.55,30931145.66,31778865.87,33262665.97,27842989.31,27581069.05,31195409.36,34756978.82,33090803.48,33816086.27
Malaysia,Thailand,Export,1488655.488,1694989.824,2218160.64,2894724.864,3202734.08,2824693.504,2315305.216,2757812.794,3548687.245,3359949.583,3972624.013,4615311.732,6026434.842,7592166.747,8499268.062,8612231.066,9478651.161,8481071.625,10628482.69,11674034.29,12182164.74,12660983.98,12307656.54,11403387.98,10628237.22,11762131.86,14141009.37,13595304.38,10786175.54
Malaysia,United States,Export,7585060.352,9582299.136,12438520.83,15278556.16,14251242.5,14663314.43,15881340.93,18531552.16,20159485.43,17815887.69,18828725.47,20539529.34,23767415.43,27815727.28,30186524.97,27543324.61,24810581.41,17235959.92,18981094.96,18850436.99,19718959.63,18440579.89,19702599.99,18928949.33,19353878.56,20706831.38,22551068.26,23342307.25,25984205.3
Malaysia,Vietnam,Export,49774.616,137601.296,159293.312,268317.152,323069.632,324580.672,375295.072,385002.219,475208.284,473848.869,664556.634,827152.435,1140208.029,1159582.445,1760287.099,2324838.153,2409722.376,2319780.238,3546393.552,3819048.331,3821958.082,4227291.007,4383742.682,4465663.743,5730266.198,6426670.687,8507594.426,8542448.159,7352144.153
Singapore,Australia,Import,1226649.728,1476846.208,1570832.64,1804566.272,1983897.344,1797444.48,1297846.272,1454486.528,2298007.92,2404806.094,2159453.707,2295065.621,2298524.302,3035818.905,3766875.098,3213106.198,4773289.18,4133734.646,3859611.228,4068322.203,5520879.245,5375073.092,7832796.088,5140113.724,3793317.496,4085677.633,5457410.228,6256871.347,4718457.607
Singapore,China,Import,2252199.936,2401460.224,2896323.328,4045747.712,4438974.976,5689981.44,4864618.496,5695752.704,7115539.416,7205239.366,8861658.187,11068223.69,16188210.98,20549164.31,27353386.88,31968242.64,33797289.25,25954494.21,33671882.08,38262592.95,39691551.63,43967503.43,44447978.92,42146576.85,40493113.92,45343522.99,49634339.18,49032834.99,47367508.68
Singapore,Germany,Import,2357637.888,2603220.224,3459295.744,4326509.568,4794223.616,4528991.744,3499067.136,3607534.336,4232745.347,3832344.567,3956202.22,4857840.984,5679814.628,5955596.216,6801906.322,8135458.434,9241593.621,7883206.591,8907459.872,10406807.58,10565078.15,10874077.35,10650365.54,8956296.132,8724937.462,9490535.553,10116608.75,9907995.69,8828385.485
Singapore,Japan,Import,15200557.06,18650376.19,22597070.85,26330259.46,23842412.54,23283425.28,17029415.94,18491109.38,23153993.59,16082402.33,14577957.56,15405170.21,19093622.21,19246683.43,20024799.29,21801729.08,26416238.09,18896154.2,24626944.45,27029661.18,23976134.35,20711819.76,20368652.87,19195849.79,21291305.02,20484620.16,22149228.14,19371888.98,18107685.26
